Duration,PhoneNumber,Subscriber Identity Number,Activity,Error Code
3.6,1526695002,345280926547560,Phone Call,
3.5,1526695003,345280936547561,Phone Call,
3.2,1526695004,345280946547562,Phone Call,
3.1,1526695005,345280956547563,Phone Call,
4.2,1526695006,345280966547564,Phone Call,
4.3,1526695007,345280976547565,Phone Call,
4.5,1526695008,345280986547566,Phone Call,
2.0,1526695009,345280996547567,Phone Call,
3.0,1526695010,345281006547568,Phone Call,
10.0,1526695011,345281016547569,Internet Data,
15.0,1526695012,345281026547570,Internet Data,
15.0,1526695013,345281036547571,Internet Data,
18.0,1526695014,345281046547572,Internet Data,
1.0,1526695015,345281056547573,Internet Data,222
13.0,1526695016,345281066547574,Internet Data,
11.0,1526695017,345281076547575,Internet Data,
1.0,1526695018,345281086547576,Internet Data,222
15.0,1526695019,345281096547577,Internet Data,
55.0,1526695020,345281106547578,Internet Data,
120.0,1526695021,345281116547579,Internet Data,
14.0,1526695022,345281126547580,Internet Data,
13.0,1526695023,345281136547581,Internet Data,
10.0,1526695024,345281146547582,Internet Data,
14.0,1526695025,345281156547583,Internet Data,
13.0,1526695026,345281166547584,Internet Data,
10.0,1526695027,345281176547585,Internet Data,
14.0,1526695028,345281186547586,Internet Data,
13.0,1526695029,345281196547587,Internet Data,
10.0,1526695030,345281206547588,Internet Data,
14.0,1526695031,345281216547589,Internet Data,
13.0,1526695032,345281226547590,Internet Data,
10.0,1526695033,345281236547591,Internet Data,
14.0,1526695034,345281246547592,Internet Data,
13.0,1526695035,345281256547593,Internet Data,
10.0,1526695036,345281266547594,Internet Data,
14.0,1526695037,345281276547595,Internet Data,
13.0,1526695038,345281286547596,Internet Data,
10.0,1526695039,345281296547597,Internet Data,
14.0,1526695040,345281306547598,Internet Data,
13.0,1526695041,345281316547599,Internet Data,
10.0,1526695042,345281326547600,Internet Data,
14.0,1526695043,345281336547601,Internet Data,
13.0,1526695044,345281346547602,Internet Data,
1.0,1526695045,345281356547603,SMS,
1.0,1526695046,345281366547604,SMS,
1.0,1526695047,345281376547605,SMS,
1.0,1526695048,345281386547606,SMS,
1.0,1526695049,345281396547607,SMS,
1.0,1526695050,345281406547608,SMS,
1.0,1526695051,345281416547609,SMS,
1.0,1526695052,345281426547610,SMS,
1.0,1526695053,345281436547611,SMS,
1.0,1526695054,345281446547612,SMS,
1.0,1526695055,345281456547613,SMS,
1.0,1526695056,345281466547614,SMS,
1.0,1526695057,345281476547615,SMS,
1.0,1526695058,345281486547616,SMS,
1.0,1526695059,345281496547617,SMS,
1.0,1526695060,345281506547618,SMS,
1.0,1526695061,345281516547619,SMS,
1.0,1526695062,345281526547620,SMS,
1.0,1526695063,345281536547621,SMS,
1.0,1526695064,345281546547622,SMS,
1.0,1526695065,345281556547623,SMS,
1.0,1526695066,345281566547624,SMS,
1.0,1526695067,345281576547625,SMS,
1.0,1526695068,345281586547626,SMS,
1.0,1526695069,345281596547627,SMS,
1.0,1526695070,345281606547628,SMS,
1.0,1526695071,345281616547629,SMS,
1.0,1526695072,345281626547630,SMS,
1.0,1526695073,345281636547631,SMS,
1.0,1526695074,345281646547632,SMS,
2.0,1526695075,345281656547633,Phone Call,
0.0,1526695076,345281666547634,Internet Data,222
0.0,1526695077,345281676547635,SMS,
1.0,1526695078,345281686547636,Phone Call,
2.0,1526695079,345281696547637,Phone Call,
3.0,1526695080,345281706547638,Phone Call,
4.0,1526695081,345281716547639,Phone Call,
5.0,1526695082,345281726547640,Phone Call,
12.0,1526695083,345281736547641,Phone Call,
11.0,1526695084,345281746547642,Phone Call,
10.0,1526695085,345281756547643,Phone Call,
2.0,1526695086,345281766547644,Phone Call,
22.0,1526695087,345281776547645,Phone Call,
25.0,1526695088,345281786547646,Phone Call,
1.0,1526695089,345281796547647,Phone Call,111
3.0,1526695090,345281806547648,Phone Call,
4.0,1526695091,345281816547649,Phone Call,111
5.0,1526695092,345281826547650,Phone Call,111
8.0,1526695093,345281836547651,Phone Call,111
7.0,1526695094,345281846547652,Phone Call,111
9.0,1526695095,345281856547653,Phone Call,
10.0,1526695096,345281866547654,Phone Call,
11.0,1526695097,345281876547655,Phone Call,
3.0,1526695098,345281886547656,Phone Call,
3.0,1526695099,345281896547657,Phone Call,
3.0,1526695100,345281906547658,Phone Call,
3.0,1526695101,345281916547659,Phone Call,
3.6,1526695102,345281926547660,Phone Call,
3.5,1526695103,345281936547661,Phone Call,
3.2,1526695104,345281946547662,Phone Call,
3.1,1526695105,345281956547663,Phone Call,
4.2,1526695106,345281966547664,Phone Call,
4.3,1526695107,345281976547665,Phone Call,
4.5,1526695108,345281986547666,Phone Call,
2.0,1526695109,345281996547667,Phone Call,111
3.0,1526695110,345282006547668,Phone Call,111
10.0,1526695111,345282016547669,Phone Call,
15.0,1526695112,345282026547670,Phone Call,
15.0,1526695113,345282036547671,Phone Call,
18.0,1526695114,345282046547672,Phone Call,
1.0,1526695115,345282056547673,Phone Call,111
13.0,1526695116,345282066547674,Phone Call,
11.0,1526695117,345282076547675,Phone Call,
1.0,1526695118,345282086547676,Phone Call,
15.0,1526695119,345282096547677,Phone Call,
55.0,1526695120,345282106547678,Phone Call,
120.0,1526695121,345282116547679,Phone Call,
14.0,1526695122,345282126547680,Phone Call,
13.0,1526695123,345282136547681,Phone Call,
10.0,1526695124,345282146547682,Phone Call,
14.0,1526695125,345282156547683,Phone Call,
13.0,1526695126,345282166547684,Phone Call,
10.0,1526695127,345282176547685,Phone Call,
14.0,1526695128,345282186547686,Phone Call,
13.0,1526695129,345282196547687,Phone Call,
10.0,1526695130,345282206547688,Phone Call,
14.0,1526695131,345282216547689,Phone Call,
13.0,1526695132,345282226547690,Internet Data,
10.0,1526695133,345282236547691,Internet Data,
14.0,1526695134,345282246547692,Internet Data,
13.0,1526695135,345282256547693,Internet Data,
10.0,1526695136,345282266547694,Internet Data,
14.0,1526695137,345282276547695,Internet Data,
13.0,1526695138,345282286547696,Internet Data,
10.0,1526695139,345282296547697,Internet Data,
14.0,1526695140,345282306547698,Internet Data,
13.0,1526695141,345282316547699,Internet Data,
10.0,1526695142,345282326547700,Internet Data,
14.0,1526695143,345282336547701,Internet Data,
13.0,1526695144,345282346547702,Internet Data,
1.0,1526695145,345282356547703,Internet Data,222
1.0,1526695146,345282366547704,Internet Data,222
1.0,1526695147,345282376547705,Internet Data,222
1.0,1526695148,345282386547706,Internet Data,222
1.0,1526695149,345282396547707,Internet Data,222
1.0,1526695150,345282406547708,Internet Data,222
1.0,1526695151,345282416547709,Internet Data,222
1.0,1526695152,345282426547710,Internet Data,222
1.0,1526695153,345282436547711,Internet Data,222
1.0,1526695154,345282446547712,Internet Data,222
1.0,1526695155,345282456547713,Internet Data,222
1.0,1526695156,345282466547714,Internet Data,222
1.0,1526695157,345282476547715,Internet Data,222
1.0,1526695158,345282486547716,Internet Data,222
1.0,1526695159,345282496547717,Internet Data,222
1.0,1526695160,345282506547718,Internet Data,222
1.0,1526695161,345282516547719,Internet Data,222
1.0,1526695162,345282526547720,Internet Data,222
1.0,1526695163,345282536547721,Internet Data,222
1.0,1526695164,345282546547722,Internet Data,222
1.0,1526695165,345282556547723,Internet Data,222
1.0,1526695166,345282566547724,Internet Data,222
1.0,1526695167,345282576547725,Internet Data,222
1.0,1526695168,345282586547726,Internet Data,222
1.0,1526695169,345282596547727,Internet Data,222
1.0,1526695170,345282606547728,Internet Data,222
1.0,1526695171,345282616547729,Internet Data,222
1.0,1526695172,345282626547730,Internet Data,222
1.0,1526695173,345282636547731,Internet Data,222
1.0,1526695174,345282646547732,Internet Data,222
15.0,1526695175,345282656547733,Internet Data,
15.0,1526695176,345282666547734,Internet Data,
15.0,1526695177,345282676547735,Internet Data,
15.0,1526695178,345282686547736,Internet Data,
15.0,1526695179,345282696547737,Internet Data,
100.0,1526695180,345282706547738,Internet Data,
11.0,1526695181,345282716547739,Internet Data,
14.0,1526695182,345282726547740,Internet Data,
1.0,1526695183,345282736547741,Internet Data,222
1.0,1526695184,345282746547742,Internet Data,222
1.0,1526695185,345282756547743,Internet Data,
0.0,1526695186,345282766547744,Internet Data,222
11.0,1526695187,345282776547745,Internet Data,
13.0,1526695188,345282786547746,Internet Data,
12.0,1526695189,345282796547747,Internet Data,
15.0,1526695190,345282806547748,Internet Data,
16.0,1526695191,345282816547749,Internet Data,
17.0,1526695192,345282826547750,Internet Data,
18.0,1526695193,345282836547751,Internet Data,
19.0,1526695194,345282846547752,Internet Data,
20.0,1526695195,345282856547753,Internet Data,
11.0,1526695196,345282866547754,Internet Data,
13.0,1526695197,345282876547755,Internet Data,
12.0,1526695198,345282886547756,Internet Data,
15.0,1526695199,345282896547757,Internet Data,
16.0,1526695200,345282906547758,Internet Data,
17.0,1526695201,345282916547759,Internet Data,
18.0,1526695202,345282926547760,Internet Data,
19.0,1526695203,345282936547761,Internet Data,
20.0,1526695204,345282946547762,Internet Data,
11.0,1526695205,345282956547763,Internet Data,
13.0,1526695206,345282966547764,Internet Data,
12.0,1526695207,345282976547765,Internet Data,
15.0,1526695208,345282986547766,Internet Data,
16.0,1526695209,345282996547767,Internet Data,
17.0,1526695210,345283006547768,Internet Data,
18.0,1526695211,345283016547769,Internet Data,
19.0,1526695212,345283026547770,Internet Data,
20.0,1526695213,345283036547771,Internet Data,
11.0,1526695214,345283046547772,Internet Data,
13.0,1526695215,345283056547773,Internet Data,
12.0,1526695216,345283066547774,Internet Data,
15.0,1526695217,345283076547775,Internet Data,
16.0,1526695218,345283086547776,Internet Data,
17.0,1526695219,345283096547777,Internet Data,
18.0,1526695220,345283106547778,Internet Data,
19.0,1526695221,345283116547779,Internet Data,
20.0,1526695222,345283126547780,Internet Data,
11.0,1526695223,345283136547781,Internet Data,
13.0,1526695224,345283146547782,Internet Data,
12.0,1526695225,345283156547783,Internet Data,
15.0,1526695226,345283166547784,Internet Data,
16.0,1526695227,345283176547785,Internet Data,
17.0,1526695228,345283186547786,Internet Data,
18.0,1526695229,345283196547787,Internet Data,
19.0,1526695230,345283206547788,Internet Data,
20.0,1526695231,345283216547789,Internet Data,
11.0,1526695232,345283226547790,Internet Data,
13.0,1526695233,345283236547791,Internet Data,
12.0,1526695234,345283246547792,Internet Data,
15.0,1526695235,345283256547793,Internet Data,
16.0,1526695236,345283266547794,Internet Data,
17.0,1526695237,345283276547795,Internet Data,
18.0,1526695238,345283286547796,Internet Data,
19.0,1526695239,345283296547797,Internet Data,
20.0,1526695240,345283306547798,Internet Data,
11.0,1526695241,345283316547799,Internet Data,
13.0,1526695242,345283326547800,Internet Data,
12.0,1526695243,345283336547801,Internet Data,
15.0,1526695244,345283346547802,Internet Data,
16.0,1526695245,345283356547803,Internet Data,
17.0,1526695246,345283366547804,Internet Data,
18.0,1526695247,345283376547805,Internet Data,
19.0,1526695248,345283386547806,Internet Data,
20.0,1526695249,345283396547807,Internet Data,
11.0,1526695250,345283406547808,Internet Data,
13.0,1526695251,345283416547809,Internet Data,
12.0,1526695252,345283426547810,Internet Data,
15.0,1526695253,345283436547811,Internet Data,
16.0,1526695254,345283446547812,Internet Data,
17.0,1526695255,345283456547813,Internet Data,
18.0,1526695256,345283466547814,Internet Data,
19.0,1526695257,345283476547815,Internet Data,
20.0,1526695258,345283486547816,Internet Data,
11.0,1526695259,345283496547817,Internet Data,
13.0,1526695260,345283506547818,Internet Data,
12.0,1526695261,345283516547819,Internet Data,
15.0,1526695262,345283526547820,Internet Data,
16.0,1526695263,345283536547821,Internet Data,
17.0,1526695264,345283546547822,Internet Data,
18.0,1526695265,345283556547823,Internet Data,
19.0,1526695266,345283566547824,Internet Data,
20.0,1526695267,345283576547825,Internet Data,
11.0,1526695268,345283586547826,Internet Data,
13.0,1526695269,345283596547827,Internet Data,
12.0,1526695270,345283606547828,Internet Data,
15.0,1526695271,345283616547829,Internet Data,
16.0,1526695272,345283626547830,Internet Data,
17.0,1526695273,345283636547831,Internet Data,
18.0,1526695274,345283646547832,Internet Data,
2.0,1654788999,345278656547333,Phone Call,
0.0,1888777222,345278666547334,SMS,
10.0,1122765445,345278676547335,Internet Data,
1.0,1356753668,345278686547336,Phone Call,111
2.0,1590741891,345278696547337,Phone Call,111
3.0,1824730114,345278706547338,Phone Call,111
4.0,1058718337,345278716547339,Phone Call,111
5.0,1292706560,345278726547340,Phone Call,
12.0,1526694783,345278736547341,Phone Call,
11.0,1526694784,345278746547342,Phone Call,
10.0,1526694785,345278756547343,Phone Call,
2.0,1526694786,345278766547344,Phone Call,
22.0,1526694787,345278776547345,Phone Call,
25.0,1526694788,345278786547346,Phone Call,
1.0,1526694789,345278796547347,Phone Call,
3.0,1526694790,345278806547348,Phone Call,
4.0,1526694791,345278816547349,Phone Call,
5.0,1526694792,345278826547350,Phone Call,
8.0,1526694793,345278836547351,Phone Call,
7.0,1526694794,345278846547352,Phone Call,
9.0,1526694795,345278856547353,Phone Call,
10.0,1526694796,345278866547354,Phone Call,
11.0,1526694797,345278876547355,Phone Call,
3.0,1526694798,345278886547356,Phone Call,111
3.0,1526694799,345278896547357,Phone Call,111
3.0,1526694800,345278906547358,Phone Call,111
3.0,1526694801,345278916547359,Phone Call,111
3.6,1526694802,345278926547360,Phone Call,
3.5,1526694803,345278936547361,Phone Call,
3.2,1526694804,345278946547362,Phone Call,
3.1,1526694805,345278956547363,Phone Call,
4.2,1526694806,345278966547364,Phone Call,
4.3,1526694807,345278976547365,Phone Call,
4.5,1526694808,345278986547366,Phone Call,
2.0,1526694809,345278996547367,Phone Call,
3.0,1526694810,345279006547368,Phone Call,
10.0,1526694811,345279016547369,Internet Data,
15.0,1526694812,345279026547370,Internet Data,
15.0,1526694813,345279036547371,Internet Data,
18.0,1526694814,345279046547372,Internet Data,
1.0,1526694815,345279056547373,Internet Data,222
13.0,1526694816,345279066547374,Internet Data,
11.0,1526694817,345279076547375,Internet Data,
1.0,1526694818,345279086547376,Internet Data,222
15.0,1526694819,345279096547377,Internet Data,
55.0,1526694820,345279106547378,Internet Data,
120.0,1526694821,345279116547379,Internet Data,
14.0,1526694822,345279126547380,Internet Data,
13.0,1526694823,345279136547381,Internet Data,222
10.0,1526694824,345279146547382,Internet Data,
14.0,1526694825,345279156547383,Internet Data,
13.0,1526694826,345279166547384,Internet Data,
10.0,1526694827,345279176547385,Internet Data,
14.0,1526694828,345279186547386,Internet Data,
13.0,1526694829,345279196547387,Internet Data,
10.0,1526694830,345279206547388,Internet Data,
14.0,1526694831,345279216547389,Internet Data,
13.0,1526694832,345279226547390,Internet Data,
10.0,1526694833,345279236547391,Internet Data,
14.0,1526694834,345279246547392,Internet Data,
13.0,1526694835,345279256547393,Internet Data,
10.0,1526694836,345279266547394,Internet Data,
14.0,1526694837,345279276547395,Internet Data,
13.0,1526694838,345279286547396,Internet Data,
10.0,1526694839,345279296547397,Internet Data,
14.0,1526694840,345279306547398,Internet Data,
13.0,1526694841,345279316547399,Internet Data,
10.0,1526694842,345279326547400,Internet Data,
14.0,1526694843,345279336547401,Internet Data,
13.0,1526694844,345279346547402,Internet Data,
1.0,1526694845,345279356547403,SMS,
1.0,1526694846,345279366547404,SMS,
1.0,1526694847,345279376547405,SMS,
1.0,1526694848,345279386547406,SMS,
1.0,1526694849,345279396547407,SMS,
1.0,1526694850,345279406547408,SMS,
1.0,1526694851,345279416547409,SMS,
1.0,1526694852,345279426547410,SMS,
1.0,1526694853,345279436547411,SMS,
1.0,1526694854,345279446547412,SMS,
1.0,1526694855,345279456547413,SMS,
1.0,1526694856,345279466547414,SMS,
1.0,1526694857,345279476547415,SMS,
1.0,1526694858,345279486547416,SMS,
1.0,1526694859,345279496547417,SMS,
1.0,1526694860,345279506547418,SMS,
1.0,1526694861,345279516547419,SMS,
1.0,1526694862,345279526547420,SMS,
1.0,1526694863,345279536547421,SMS,
1.0,1526694864,345279546547422,SMS,
1.0,1526694865,345279556547423,SMS,
1.0,1526694866,345279566547424,SMS,
1.0,1526694867,345279576547425,SMS,
1.0,1526694868,345279586547426,SMS,
1.0,1526694869,345279596547427,SMS,
1.0,1526694870,345279606547428,SMS,
1.0,1526694871,345279616547429,SMS,
1.0,1526694872,345279626547430,SMS,
1.0,1526694873,345279636547431,SMS,
1.0,1526694874,345279646547432,SMS,
2.0,1526694875,345279656547433,Phone Call,
0.0,1526694876,345279666547434,SMS,
10.0,1526694877,345279676547435,Internet Data,
1.0,1526694878,345279686547436,Phone Call,111
2.0,1526694879,345279696547437,Phone Call,111
3.0,1526694880,345279706547438,Phone Call,111
4.0,1526694881,345279716547439,Phone Call,111
5.0,1526694882,345279726547440,Phone Call,111
12.0,1526694883,345279736547441,Phone Call,
11.0,1526694884,345279746547442,Phone Call,
10.0,1526694885,345279756547443,Phone Call,
2.0,1526694886,345279766547444,Phone Call,
22.0,1526694887,345279776547445,Phone Call,
25.0,1526694888,345279786547446,Phone Call,
1.0,1526694889,345279796547447,Phone Call,
3.0,1526694890,345279806547448,Phone Call,
4.0,1526694891,345279816547449,Phone Call,
5.0,1526694892,345279826547450,Phone Call,
8.0,1526694893,345279836547451,Phone Call,
7.0,1526694894,345279846547452,Phone Call,
9.0,1526694895,345279856547453,Phone Call,
10.0,1526694896,345279866547454,Phone Call,
11.0,1526694897,345279876547455,Phone Call,
3.0,1526694898,345279886547456,Phone Call,111
3.0,1526694899,345279896547457,Phone Call,
3.0,1526694900,345279906547458,Phone Call,111
3.0,1526694901,345279916547459,Phone Call,
3.6,1526694902,345279926547460,Phone Call,
3.5,1526694903,345279936547461,Phone Call,
3.2,1526694904,345279946547462,Phone Call,
3.1,1526694905,345279956547463,Phone Call,
4.2,1526694906,345279966547464,Phone Call,
4.3,1526694907,345279976547465,Phone Call,
4.5,1526694908,345279986547466,Phone Call,
2.0,1526694909,345279996547467,Phone Call,
3.0,1526694910,345280006547468,Phone Call,
10.0,1526694911,345280016547469,Internet Data,
15.0,1526694912,345280026547470,Internet Data,
15.0,1526694913,345280036547471,Internet Data,
18.0,1526694914,345280046547472,Internet Data,
1.0,1526694915,345280056547473,Internet Data,
